"date","class","lat","lon","Beach","density"
"20160125","female",37.1151493311647,-122.329449036247,"BMC",5
"20160125","female",37.1151526316347,-122.32948879902,"BMC",5
"20160125","female",37.1153183576815,-122.330080039288,"BMB",0
"20160125","female",37.1161075016062,-122.330812224247,"MBBL",0
"20160125","female",37.1162518447227,-122.330868336842,"MBBL",0
"20160125","female",37.1165196974424,-122.330945266844,"MBBU",4
"20160125","female",37.1165416092793,-122.330952013996,"MBBU",5
"20160125","female",37.1165545333915,-122.330892536194,"MBBU",5
"20160125","female",37.1165595559727,-122.330933060543,"MBBU",5
"20160125","female",37.1165814477449,-122.330946503091,"MBBU",7
"20160125","female",37.1166244568124,-122.330948221071,"MBBU",6
"20160125","female",37.1166375512473,-122.331003639198,"MBBU",3
"20160125","female",37.1166459514642,-122.330967177337,"MBBU",3
"20160125","female",37.1174318808357,-122.332814142347,"MBBL",0
"20160125","female",37.1174443151896,-122.332406103746,"MBBL",0
"20160125","female",37.1174917810107,-122.332526729921,"MBBL",0
"20160125","female",37.1176661621756,-122.333641952998,"BBNS",0
"20160125","female",37.1178253052166,-122.333708772662,"BBNS",3
"20160125","female",37.117822140997,-122.333651173786,"BBNS",2
"20160125","female",37.1178781559977,-122.333714644912,"BBNS",4
"20160125","female",37.1178952414139,-122.333830812077,"BBNS",4
"20160125","female",37.1178974411458,-122.333761484005,"BBNS",5
"20160125","female",37.1179005156729,-122.333866488672,"BBNS",4
"20160125","female",37.1179101320785,-122.333789985011,"BBNS",5
"20160125","female",37.1179182104277,-122.333885235129,"BBNS",3
"20160125","female",37.1179372609924,-122.335442742663,"BBN",5
"20160125","female",37.1179414036954,-122.335394440711,"BBN",7
"20160125","female",37.1179506880005,-122.33529293882,"BBN",13
"20160125","female",37.1179601032755,-122.335270838668,"BBN",13
"20160125","female",37.1179575150893,-122.335490191473,"BBN",7
"20160125","female",37.1179572450186,-122.335582665389,"BBN",6
"20160125","female",37.1179537574999,-122.3357329216,"BBN",4
"20160125","female",37.1179586961245,-122.335763900708,"BBN",3
"20160125","female",37.1179591200267,-122.335450506364,"BBN",6
"20160125","female",37.1179642191411,-122.335690782407,"BBN",5
"20160125","female",37.1179692299571,-122.335295764198,"BBN",15
"20160125","female",37.1179720338651,-122.335637247021,"BBN",5
"20160125","female",37.1179784660561,-122.33525341275,"BBN",15
"20160125","female",37.1179956717175,-122.334279815112,"BBNS",0
"20160125","female",37.117981081899,-122.335549346517,"BBN",6
"20160125","female",37.1179847751603,-122.335511393478,"BBN",6
"20160125","female",37.1179858916933,-122.335733416248,"BBN",4
"20160125","female",37.117990326678,-122.335479276724,"BBN",7
"20160125","female",37.118002741268,-122.335326959106,"BBN",15
"20160125","female",37.1180065592581,-122.335226344891,"BBN",16
"20160125","female",37.1180055631691,-122.335274820542,"BBN",17
"20160125","female",37.118012554968,-122.33530092597,"BBN",15
"20160125","female",37.1180195299973,-122.335184679578,"BBN",10
"20160125","female",37.1180236039515,-122.335314774935,"BBN",15
"20160125","female",37.1180235254939,-122.335241805989,"BBN",17
"20160125","female",37.118026987942,-122.335275840881,"BBN",17
"20160125","female",37.1180332436686,-122.335318781659,"BBN",15
"20160125","female",37.1180394594167,-122.335253588551,"BBN",16
"20160125","female",37.1180380944877,-122.335294318886,"BBN",16
"20160125","female",37.1180464495949,-122.335175172946,"BBN",8
"20160125","female",37.118043246543,-122.33521211141,"BBN",13
"20160125","female",37.1180477295586,-122.335349259511,"BBN",10
"20160125","female",37.1180702990276,-122.335003560966,"BBNS",2
"20160125","female",37.1180677397325,-122.335139378447,"BBN",3
"20160125","female",37.1180899929619,-122.334942345901,"BBNS",3
"20160125","female",37.1181002882538,-122.334789969557,"BBNS",4
"20160125","female",37.1180973341802,-122.334826058607,"BBNS",4
"20160125","female",37.1181031448305,-122.334761524295,"BBNS",3
"20160125","female",37.1180995951231,-122.334999480369,"BBNS",2
"20160125","female",37.1181182673646,-122.334795956406,"BBNS",4
"20160125","female",37.1181191361057,-122.334884020988,"BBNS",4
"20160125","female",37.1129755141243,-122.328733700971,"AP",7
"20160125","female",37.1129829238387,-122.328609558603,"AP",9
"20160125","female",37.112988251534,-122.328582710626,"AP",8
"20160125","female",37.1129871243157,-122.328698528196,"AP",11
"20160125","female",37.1130124672085,-122.328540383015,"AP",10
"20160125","female",37.1130176863617,-122.328706890107,"AP",14
"20160125","female",37.1130168242368,-122.328619583809,"AP",13
"20160125","female",37.113026193461,-122.328582946641,"AP",12
"20160125","female",37.1130314222988,-122.328552472497,"AP",14
"20160125","female",37.1130435262225,-122.328719650628,"AP",16
"20160125","female",37.1130448290589,-122.328657895612,"AP",14
"20160125","female",37.1130488299596,-122.328454138252,"SBW",9
"20160125","female",37.1130515362704,-122.328747783157,"AP",17
"20160125","female",37.113062478759,-122.328637643704,"AP",15
"20160125","female",37.1130629777116,-122.328539750602,"SBW",14
"20160125","female",37.1130716415399,-122.32845489843,"SBW",12
"20160125","female",37.1130711056418,-122.328499184775,"SBW",11
"20160125","female",37.1130777232361,-122.32869511778,"AP",14
"20160125","female",37.1130898953115,-122.328632293331,"AP",12
"20160125","female",37.113094257053,-122.328509649237,"SBW",12
"20160125","female",37.1130960785619,-122.328554275499,"SBW",12
"20160125","female",37.1130986236159,-122.32834833747,"SBW",8
"20160125","female",37.1130979526362,-122.328703481251,"AP",14
"20160125","female",37.1131181867372,-122.328393104352,"SBW",12
"20160125","female",37.1131240115541,-122.328511256685,"SBW",9
"20160125","female",37.1131206279407,-122.328474135719,"SBW",11
"20160125","female",37.1131399238991,-122.32833047421,"SBW",11
"20160125","female",37.1131424866714,-122.328418364843,"SBW",12
"20160125","female",37.1131483186602,-122.328297562327,"SBW",11
"20160125","female",37.1131490457901,-122.328470148247,"SBW",10
"20160125","female",37.1131527534303,-122.328386062938,"SBW",11
"20160125","female",37.1131612623306,-122.328283500971,"SBW",12
"20160125","female",37.1131522396235,-122.328706174298,"AP",9
"20160125","female",37.1131593719563,-122.328668082313,"AP",5
"20160125","female",37.1131796670611,-122.328337529035,"SBW",11
"20160125","female",37.1131854290241,-122.328382502806,"SBW",10
"20160125","female",37.1131978157748,-122.328355036246,"SBW",10
"20160125","female",37.1131989181474,-122.328218968208,"SBW",11
"20160125","female",37.1132014824698,-122.328248673735,"SBW",13
"20160125","female",37.11320832041,-122.328197867662,"SBW",12
"20160125","female",37.1132143634829,-122.328299292286,"SBW",12
"20160125","female",37.1132321957363,-122.328222627034,"SBW",13
"20160125","female",37.1132384218745,-122.328160132468,"SBW",16
"20160125","female",37.1132448873519,-122.328040171497,"SBW",10
"20160125","female",37.1132438378905,-122.32855677395,"APG",3
"20160125","female",37.1132478580389,-122.328190902927,"SBW",15
"20160125","female",37.1132483935619,-122.328109348351,"SBW",16
"20160125","female",37.1132431799894,-122.328587234849,"APG",3
"20160125","female",37.1132652524742,-122.328146716953,"SBW",21
"20160125","female",37.113265048014,-122.328271720089,"SBW",11
"20160125","female",37.1132634963235,-122.328602080483,"APG",5
"20160125","female",37.1132759966188,-122.328081612484,"SBW",18
"20160125","female",37.113279064004,-122.328232593108,"SBW",16
"20160125","female",37.1132807173668,-122.328108349798,"SBW",20
"20160125","female",37.1132705179491,-122.328731866134,"APG",4
"20160125","female",37.1132890509254,-122.328158355697,"SBW",19
"20160125","female",37.1132924029572,-122.328394226559,"APG",5
"20160125","female",37.1132995536,-122.32813001473,"SBW",20
"20160125","female",37.11330179835,-122.328042530162,"SBW",15
"20160125","female",37.1132978016149,-122.328066450882,"SBW",18
"20160125","female",37.1133005500282,-122.328202578639,"SBW",16
"20160125","female",37.1133021000684,-122.328087933427,"SBW",19
"20160125","female",37.1133049076751,-122.328100042755,"SBW",20
"20160125","female",37.1133035147083,-122.328557569868,"APG",13
"20160125","female",37.1133136336947,-122.328173891591,"SBW",20
"20160125","female",37.1133093953253,-122.328344488097,"SBW",8
"20160125","female",37.1133135413076,-122.328018135381,"SBE",14
"20160125","female",37.113315537871,-122.328238697563,"SBW",15
"20160125","female",37.1133218729357,-122.328110243502,"SBW",17
"20160125","female",37.113324485787,-122.328075780043,"SBW",18
"20160125","female",37.1133382748031,-122.327822320864,"SBE",4
"20160125","female",37.1133299235449,-122.328446854648,"APG",13
"20160125","female",37.113335955553,-122.327998383263,"SBE",12
"20160125","female",37.1133375711413,-122.327866979692,"SBE",6
"20160125","female",37.1133414464847,-122.328116995817,"SBW",16
"20160125","female",37.11333703009,-122.32803662905,"SBE",16
"20160125","female",37.1133468686822,-122.328269242928,"SBW",12
"20160125","female",37.1133541872865,-122.327828175971,"SBE",7
"20160125","female",37.1133385367853,-122.328540534124,"APG",16
"20160125","female",37.1133517386859,-122.327944199833,"SBE",9
"20160125","female",37.113340441855,-122.328593442834,"APG",10
"20160125","female",37.1133475140405,-122.328375237089,"APG",13
"20160125","female",37.1133487954941,-122.328466224062,"APG",17
"20160125","female",37.1133664717669,-122.3282436438,"SBW",11
"20160125","female",37.1133700418205,-122.328108025729,"SBW",12
"20160125","female",37.1133740531758,-122.327873977459,"SBE",10
"20160125","female",37.1133614315222,-122.32857877098,"APG",11
"20160125","female",37.113379142796,-122.327751769129,"SBE",6
"20160125","female",37.113362619708,-122.328534286426,"APG",18
"20160125","female",37.1133643053996,-122.32844505214,"APG",19
"20160125","female",37.1133685809,-122.328293659885,"APG",10
"20160125","female",37.1133725609964,-122.328508475991,"APG",21
"20160125","female",37.1133721877939,-122.328619403909,"APG",10
"20160125","female",37.1133786415752,-122.32854814366,"APG",20
"20160125","female",37.1133923199805,-122.32797971845,"SBE",10
"20160125","female",37.1133847434396,-122.328290534013,"APG",10
"20160125","female",37.113382866625,-122.328454946767,"APG",20
"20160125","female",37.1133845363904,-122.328522325904,"APG",22
"20160125","female",37.1133986123461,-122.328227680285,"APG",8
"20160125","female",37.1133927316899,-122.328559529285,"APG",19
"20160125","female",37.1134062819726,-122.327978487702,"SBE",9
"20160125","female",37.1134006130234,-122.328442656942,"APG",19
"20160125","female",37.113402967529,-122.328477013902,"APG",20
"20160125","female",37.1134210318639,-122.327893733914,"SBE",14
"20160125","female",37.1134153217628,-122.327955298987,"SBE",9
"20160125","female",37.1134141208411,-122.32850907968,"APG",23
"20160125","female",37.1134129708023,-122.328409605656,"APG",18
"20160125","female",37.1134257595203,-122.327857603656,"SBE",11
"20160125","female",37.1134160185072,-122.328363315253,"APG",13
"20160125","female",37.1134253783221,-122.328313632268,"APG",11
"20160125","female",37.1134303208644,-122.328191264268,"APGw",4
"20160125","female",37.1134366483915,-122.327734439994,"SBE",10
"20160125","female",37.1134431048448,-122.327812577639,"SBE",11
"20160125","female",37.1134347456085,-122.328389456995,"APG",14
"20160125","female",37.1134464570879,-122.327724079058,"SBE",10
"20160125","female",37.1134338021524,-122.3285089713,"APG",23
"20160125","female",37.1134359869996,-122.328432713906,"APG",17
"20160125","female",37.1134366177941,-122.328491302047,"APG",26
"20160125","female",37.1134444023591,-122.327968368958,"SBE",8
"20160125","female",37.1134483243808,-122.327938006129,"SBE",9
"20160125","female",37.1134405207746,-122.328594769201,"APG",15
"20160125","female",37.1134597573427,-122.327593526193,"SBE",7
"20160125","female",37.1134628205009,-122.327785037244,"SBE",10
"20160125","female",37.1134493531238,-122.328271111631,"APG",8
"20160125","female",37.1134468984218,-122.328718308121,"APG",4
"20160125","female",37.1134616784088,-122.327838216886,"SBE",9
"20160125","female",37.1134566690532,-122.328418861762,"APG",16
"20160125","female",37.1134591024601,-122.328536903282,"APG",20
"20160125","female",37.1134665335701,-122.328559391721,"APG",16
"20160125","female",37.1134817682855,-122.327776861884,"SBE",11
"20160125","female",37.1134707370301,-122.328594471863,"APG",14
"20160125","female",37.1134897434943,-122.327645364974,"SBE",13
"20160125","female",37.1134807928026,-122.328463398342,"APG",18
"20160125","female",37.1134762647215,-122.328638109476,"APG",12
"20160125","female",37.1134847255929,-122.328531088854,"APG",17
"20160125","female",37.1134900096019,-122.328404402359,"APG",12
"20160125","female",37.1134949183542,-122.327834948053,"SBE",10
"20160125","female",37.1134982635367,-122.327621441254,"SBE",11
"20160125","female",37.1135114214173,-122.327708527456,"SBE",13
"20160125","female",37.1135091279549,-122.327915165482,"SBE",11
"20160125","female",37.1135153299925,-122.327604231661,"SBE",14
"20160125","female",37.1135065497663,-122.32854467992,"APG",19
"20160125","female",37.1135070875253,-122.328448069564,"APG",15
"20160125","female",37.11351480926,-122.327732451913,"SBE",14
"20160125","female",37.1135202579497,-122.327698153549,"SBE",13
"20160125","female",37.1135127029602,-122.328033147096,"TSW",6
"20160125","female",37.113518841525,-122.327985534947,"TSW",13
"20160125","female",37.1135180729263,-122.3276417668,"SBE",13
"20160125","female",37.1135220433094,-122.327664867753,"SBE",14
"20160125","female",37.1135101173461,-122.32829829876,"APGw",4
"20160125","female",37.1135155534456,-122.328673389282,"APG",10
"20160125","female",37.1135380943057,-122.327434328119,"TSB",4
"20160125","female",37.113521320716,-122.328482524908,"APG",15
"20160125","female",37.1135313656733,-122.327553642676,"SBE",15
"20160125","female",37.1135290854839,-122.328330131025,"APGw",3
"20160125","female",37.113524344992,-122.328602312693,"APG",17
"20160125","female",37.113530208704,-122.32844113214,"APG",11
"20160125","female",37.113548503932,-122.327621922462,"SBE",16
"20160125","female",37.1135426942791,-122.327588849966,"SBE",14
"20160125","female",37.113553443923,-122.327528374367,"SBE",13
"20160125","female",37.1135409460221,-122.328631507415,"APG",13
"20160125","female",37.1135391190723,-122.328667942832,"APG",8
"20160125","female",37.113555114907,-122.32788618105,"TSW",15
"20160125","female",37.1135417864786,-122.328528058086,"APG",20
"20160125","female",37.1135625758951,-122.327823856923,"SBE",14
"20160125","female",37.1135609451858,-122.327934683782,"TSW",15
"20160125","female",37.1135656125076,-122.327579326446,"SBE",13
"20160125","female",37.1135633485685,-122.328058647143,"TSW",7
"20160125","female",37.1135724487087,-122.327964743493,"TSW",17
"20160125","female",37.1135833155958,-122.327522069399,"SBE",12
"20160125","female",37.1135727849048,-122.327914089559,"TSW",18
"20160125","female",37.1135800362027,-122.327559008473,"SBE",12
"20160125","female",37.1135761965797,-122.328033947688,"TSW",11
"20160125","female",37.113560984349,-122.328630686377,"APG",15
"20160125","female",37.1135774619282,-122.327935122879,"TSW",18
"20160125","female",37.1135751844305,-122.327998307079,"TSW",14
"20160125","female",37.1135666546831,-122.328505247249,"APG",14
"20160125","female",37.1135693676304,-122.328543107434,"APG",15
"20160125","female",37.1135845943028,-122.327798376285,"TSW",12
"20160125","female",37.1135901905246,-122.327590158918,"SBE",11
"20160125","female",37.1136031884809,-122.326982413171,"TSB",1
"20160125","female",37.113606488139,-122.327090126312,"TSB",2
"20160125","female",37.1135957918118,-122.327749357197,"SBE",9
"20160125","female",37.1135851611147,-122.328496008325,"APG",12
"20160125","female",37.1135942105643,-122.327861036463,"TSW",19
"20160125","female",37.1136062181013,-122.327506780084,"SBE",10
"20160125","female",37.1135965382704,-122.3277032774,"SBE",8
"20160125","female",37.1136008443769,-122.327955150614,"TSW",19
"20160125","female",37.1136051370587,-122.327541636627,"SBE",11
"20160125","female",37.1135879030638,-122.328607667321,"APG",20
"20160125","female",37.1135989123918,-122.328679010535,"APG",14
"20160125","female",37.1135971734545,-122.328559824117,"APG",15
"20160125","female",37.1136160414381,-122.327781183847,"TSW",12
"20160125","female",37.1136244007955,-122.327484512454,"TSB",6
"20160125","female",37.1136081542634,-122.328580091457,"APG",18
