"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"1995/12/25","00:00","0.854","-","1.1"
"1995/12/25","01:00","-0.392","-","-0.22"
"1995/12/25","02:00","-1.076","-","-1.22"
"1995/12/25","03:00","-1.069","-","-1.05"
"1995/12/25","04:00","-0.398","-","-0.34"
"1995/12/25","05:00","0.757","-","0.77"
"1995/12/25","06:00","2.115","-","1.89"
"1995/12/25","07:00","3.365","-","3.56"
"1995/12/25","08:00","4.253","-","4.37"
"1995/12/25","09:00","4.64","-","4.75"
"1995/12/25","10:00","4.518","-","4.69"
"1995/12/25","11:00","4.005","-","4.08"
"1995/12/25","12:00","3.305","-","3.49"
"1995/12/25","13:00","2.659","-","2.78"
"1995/12/25","14:00","2.284","-","2.55"
"1995/12/25","15:00","2.32","-","2.41"
"1995/12/25","16:00","2.785","-","2.98"
"1995/12/25","17:00","3.57","-","3.51"
"1995/12/25","18:00","4.463","-","4.32"
"1995/12/25","19:00","5.206","-","5.09"
"1995/12/25","20:00","5.571","-","5.74"
"1995/12/25","21:00","5.411","-","5.59"
"1995/12/25","22:00","4.706","-","4.78"
"1995/12/25","23:00","3.558","-","3.67"
"1995/12/26","00:00","2.179","-","2.4"
"1995/12/26","01:00","0.842","-","0.92"
"1995/12/26","02:00","-0.179","-","-0.12"
"1995/12/26","03:00","-0.668","-","-0.59"
"1995/12/26","04:00","-0.528","-","-0.51"
"1995/12/26","05:00","0.196","-","0.23"
"1995/12/26","06:00","1.324","-","1.21"
"1995/12/26","07:00","2.595","-","2.7"
"1995/12/26","08:00","3.732","-","3.84"
"1995/12/26","09:00","4.51","-","4.62"
"1995/12/26","10:00","4.809","-","4.87"
"1995/12/26","11:00","4.627","-","4.79"
"1995/12/26","12:00","4.077","-","4.29"
"1995/12/26","13:00","3.353","-","3.55"
"1995/12/26","14:00","2.68","-","2.74"
"1995/12/26","15:00","2.257","-","2.32"
"1995/12/26","16:00","2.208","-","2.28"
"1995/12/26","17:00","2.548","-","2.7"
"1995/12/26","18:00","3.179","-","3.31"
"1995/12/26","19:00","3.919","-","4"
"1995/12/26","20:00","4.548","-","4.53"
"1995/12/26","21:00","4.867","-","4.85"
"1995/12/26","22:00","4.749","-","4.81"
"1995/12/26","23:00","4.17","-","4.25"
"1995/12/27","00:00","3.22","-","3.28"
"1995/12/27","01:00","2.083","-","2.13"
"1995/12/27","02:00","0.999","-","1.06"
"1995/12/27","03:00","0.208","-","0.27"
"1995/12/27","04:00","-0.112","-","-0.07"
"1995/12/27","05:00","0.115","-","0.15"
"1995/12/27","06:00","0.837","-","0.9"
"1995/12/27","07:00","1.895","-","1.98"
"1995/12/27","08:00","3.057","-","3.13"
"1995/12/27","09:00","4.077","-","4.15"
"1995/12/27","10:00","4.755","-","4.81"
"1995/12/27","11:00","4.979","-","4.94"
"1995/12/27","12:00","4.748","-","4.73"
"1995/12/27","13:00","4.167","-","4.14"
"1995/12/27","14:00","3.412","-","3.5"
"1995/12/27","15:00","2.69","-","2.92"
"1995/12/27","16:00","2.183","-","2.29"
"1995/12/27","17:00","2.008","-","2.19"
"1995/12/27","18:00","2.189","-","2.2"
"1995/12/27","19:00","2.655","-","2.81"
"1995/12/27","20:00","3.259","-","3.27"
"1995/12/27","21:00","3.815","-","3.81"
"1995/12/27","22:00","4.145","-","4.09"
"1995/12/27","23:00","4.128","-","4.09"
"1995/12/28","00:00","3.727","-","3.75"
"1995/12/28","01:00","3.012","-","2.97"
"1995/12/28","02:00","2.135","-","2.04"
"1995/12/28","03:00","1.3","-","1.2"
"1995/12/28","04:00","0.708","-","0.62"
"1995/12/28","05:00","0.513","-","0.34"
"1995/12/28","06:00","0.777","-","0.71"
"1995/12/28","07:00","1.461","-","1.38"
"1995/12/28","08:00","2.431","-","2.28"
"1995/12/28","09:00","3.483","-","3.33"
"1995/12/28","10:00","4.398","-","4.38"
"1995/12/28","11:00","4.989","-","4.94"
"1995/12/28","12:00","5.148","-","5.07"
"1995/12/28","13:00","4.87","-","4.8"
"1995/12/28","14:00","4.248","-","4.2"
"1995/12/28","15:00","3.443","-","3.27"
"1995/12/28","16:00","2.644","-","2.65"
"1995/12/28","17:00","2.025","-","1.89"
"1995/12/28","18:00","1.705","-","1.57"
"1995/12/28","19:00","1.73","-","1.69"
"1995/12/28","20:00","2.058","-","1.9"
"1995/12/28","21:00","2.575","-","2.43"
"1995/12/28","22:00","3.116","-","2.99"
"1995/12/28","23:00","3.511","-","3.27"
"1995/12/29","00:00","3.634","-","3.45"
"1995/12/29","01:00","3.434","-","3.23"
"1995/12/29","02:00","2.954","-","2.79"
"1995/12/29","03:00","2.315","-","2.17"
"1995/12/29","04:00","1.687","-","1.23"
"1995/12/29","05:00","1.244","-","0.97"
"1995/12/29","06:00","1.123","-","0.97"
"1995/12/29","07:00","1.39","-","1.24"
"1995/12/29","08:00","2.024","-","1.78"
"1995/12/29","09:00","2.911","-","2.53"
"1995/12/29","10:00","3.87","-","3.45"
"1995/12/29","11:00","4.696","-","4.39"
"1995/12/29","12:00","5.209","-","4.92"
"1995/12/29","13:00","5.302","-","5.01"
"1995/12/29","14:00","4.965","-","4.68"
"1995/12/29","15:00","4.28","-","4.2"
"1995/12/29","16:00","3.398","-","3.27"
"1995/12/29","17:00","2.499","-","2.35"
"1995/12/29","18:00","1.758","-","1.72"
"1995/12/29","19:00","1.308","-","1.2"
"1995/12/29","20:00","1.217","-","1.25"
"1995/12/29","21:00","1.469","-","1.44"
"1995/12/29","22:00","1.965","-","1.93"
"1995/12/29","23:00","2.549","-","2.47"
"1995/12/30","00:00","3.049","-","2.9"
"1995/12/30","01:00","3.325","-","3.1"
"1995/12/30","02:00","3.312","-","3.1"
"1995/12/30","03:00","3.03","-","2.8"
"1995/12/30","04:00","2.573","-","2.52"
"1995/12/30","05:00","2.089","-","1.91"
"1995/12/30","06:00","1.737","-","1.67"
"1995/12/30","07:00","1.654","-","1.42"
"1995/12/30","08:00","1.914","-","1.72"
"1995/12/30","09:00","2.508","-","2.22"
"1995/12/30","10:00","3.335","-","3.13"
"1995/12/30","11:00","4.224","-","3.85"
"1995/12/30","12:00","4.973","-","4.84"
"1995/12/30","13:00","5.407","-","5.31"
"1995/12/30","14:00","5.419","-","5.34"
"1995/12/30","15:00","4.997","-","4.76"
"1995/12/30","16:00","4.22","-","3.86"
"1995/12/30","17:00","3.236","-","3.11"
"1995/12/30","18:00","2.229","-","2.06"
"1995/12/30","19:00","1.385","-","1.32"
"1995/12/30","20:00","0.855","-","0.88"
"1995/12/30","21:00","0.72","-","0.65"
"1995/12/30","22:00","0.973","-","0.75"
"1995/12/30","23:00","1.516","-","1.42"
"1995/12/31","00:00","2.187","-","1.92"
"1995/12/31","01:00","2.803","-","2.66"
"1995/12/31","02:00","3.215","-","3"
"1995/12/31","03:00","3.342","-","2.88"
"1995/12/31","04:00","3.189","-","2.83"
"1995/12/31","05:00","2.84","-","2.53"
"1995/12/31","06:00","2.434","-","2.12"
"1995/12/31","07:00","2.132","-","1.78"
"1995/12/31","08:00","2.073","-","1.75"
"1995/12/31","09:00","2.338","-","2.03"
"1995/12/31","10:00","2.92","-","2.58"
"1995/12/31","11:00","3.717","-","3.27"
"1995/12/31","12:00","4.553","-","4.25"
"1995/12/31","13:00","5.229","-","4.86"
"1995/12/31","14:00","5.568","-","5.17"
"1995/12/31","15:00","5.471","-","5.06"
"1995/12/31","16:00","4.93","-","4.68"
"1995/12/31","17:00","4.031","-","3.82"
"1995/12/31","18:00","2.932","-","2.71"
"1995/12/31","19:00","1.835","-","1.59"
"1995/12/31","20:00","0.939","-","0.77"
"1995/12/31","21:00","0.403","-","0.23"
"1995/12/31","22:00","0.309","-","0.12"
"1995/12/31","23:00","0.639","-","0.45"
"1996/01/01","00:00","1.351","-","1.14"
"1996/01/01","01:00","2.118","-","1.83"
"1996/01/01","02:00","2.822","-","2.5"
"1996/01/01","03:00","3.301","-","3"
"1996/01/01","04:00","3.47","-","3.14"
"1996/01/01","05:00","3.335","-","3.13"
"1996/01/01","06:00","2.988","-","2.69"
"1996/01/01","07:00","2.581","-","2.37"
"1996/01/01","08:00","2.287","-","2.13"
"1996/01/01","09:00","2.251","-","2.04"
"1996/01/01","10:00","2.551","-","2.3"
"1996/01/01","11:00","3.165","-","2.97"
"1996/01/01","12:00","3.978","-","3.76"
"1996/01/01","13:00","4.8","-","4.56"
"1996/01/01","14:00","5.424","-","5.13"
"1996/01/01","15:00","5.675","-","5.37"
"1996/01/01","16:00","5.459","-","5.1"
"1996/01/01","17:00","4.784","-","4.4"
"1996/01/01","18:00","3.758","-","3.43"
"1996/01/01","19:00","2.565","-","2.32"
"1996/01/01","20:00","1.426","-","1.12"
"1996/01/01","21:00","0.549","-","0.26"
"1996/01/01","22:00","0.09","-","-0.07"
"1996/01/01","23:00","0.112","-","-0.25"
"1996/01/02","00:00","0.572","-","0.29"
"1996/01/02","01:00","1.333","-","1.04"
"1996/01/02","02:00","2.196","-","1.93"
"1996/01/02","03:00","2.956","-","2.71"
"1996/01/02","04:00","3.452","-","3.17"
"1996/01/02","05:00","3.609","-","3.38"
"1996/01/02","06:00","3.452","-","3.19"
"1996/01/02","07:00","3.094","-","2.93"
"1996/01/02","08:00","2.703","-","2.59"
"1996/01/02","09:00","2.457","-","2.32"
"1996/01/02","10:00","2.493","-","2.36"
"1996/01/02","11:00","2.865","-","2.77"
"1996/01/02","12:00","3.53","-","3.45"
"1996/01/02","13:00","4.347","-","4.28"
