"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2019/12/24","00:00","-0.304","-","0.24"
"2019/12/24","01:00","0.517","-","1.14"
"2019/12/24","02:00","1.588","-","2.12"
"2019/12/24","03:00","2.642","-","3.14"
"2019/12/24","04:00","3.442","-","3.99"
"2019/12/24","05:00","3.839","-","4.34"
"2019/12/24","06:00","3.809","-","4.21"
"2019/12/24","07:00","3.445","-","3.9"
"2019/12/24","08:00","2.929","-","3.39"
"2019/12/24","09:00","2.48","-","2.94"
"2019/12/24","10:00","2.296","-","2.7"
"2019/12/24","11:00","2.505","-","2.84"
"2019/12/24","12:00","3.128","-","3.63"
"2019/12/24","13:00","4.059","-","4.58"
"2019/12/24","14:00","5.092","-","5.52"
"2019/12/24","15:00","5.961","-","6.35"
"2019/12/24","16:00","6.417","-","6.75"
"2019/12/24","17:00","6.291","-","6.7"
"2019/12/24","18:00","5.545","-","5.97"
"2019/12/24","19:00","4.284","-","4.75"
"2019/12/24","20:00","2.732","-","3.09"
"2019/12/24","21:00","1.176","-","1.57"
"2019/12/24","22:00","-0.09","-","0.26"
"2019/12/24","23:00","-0.837","-","-0.41"
"2019/12/25","00:00","-0.947","-","-0.58"
"2019/12/25","01:00","-0.442","-","-0.08"
"2019/12/25","02:00","0.523","-","0.88"
"2019/12/25","03:00","1.695","-","2.05"
"2019/12/25","04:00","2.796","-","3.17"
"2019/12/25","05:00","3.593","-","4.02"
"2019/12/25","06:00","3.958","-","4.32"
"2019/12/25","07:00","3.895","-","4.28"
"2019/12/25","08:00","3.521","-","4.03"
"2019/12/25","09:00","3.033","-","3.61"
"2019/12/25","10:00","2.648","-","3.09"
"2019/12/25","11:00","2.551","-","3.02"
"2019/12/25","12:00","2.847","-","3.36"
"2019/12/25","13:00","3.528","-","4.02"
"2019/12/25","14:00","4.466","-","5.03"
"2019/12/25","15:00","5.436","-","5.91"
"2019/12/25","16:00","6.172","-","6.57"
"2019/12/25","17:00","6.439","-","6.95"
"2019/12/25","18:00","6.102","-","6.68"
"2019/12/25","19:00","5.165","-","5.73"
"2019/12/25","20:00","3.77","-","4.35"
"2019/12/25","21:00","2.167","-","2.7"
"2019/12/25","22:00","0.65","-","1.29"
"2019/12/25","23:00","-0.501","-","0.19"
