"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2017/12/22","00:00","1.532","-","1.45"
"2017/12/22","01:00","0.583","-","0.48"
"2017/12/22","02:00","-0.018","-","-0.19"
"2017/12/22","03:00","-0.159","-","-0.31"
"2017/12/22","04:00","0.169","-","-0.07"
"2017/12/22","05:00","0.869","-","0.62"
"2017/12/22","06:00","1.771","-","1.64"
"2017/12/22","07:00","2.674","-","2.38"
"2017/12/22","08:00","3.404","-","3.08"
"2017/12/22","09:00","3.848","-","3.6"
"2017/12/22","10:00","3.977","-","3.73"
"2017/12/22","11:00","3.838","-","3.73"
"2017/12/22","12:00","3.544","-","3.32"
"2017/12/22","13:00","3.241","-","3.09"
"2017/12/22","14:00","3.066","-","2.94"
"2017/12/22","15:00","3.112","-","2.94"
"2017/12/22","16:00","3.394","-","3.3"
"2017/12/22","17:00","3.846","-","3.73"
"2017/12/22","18:00","4.339","-","4.29"
"2017/12/22","19:00","4.718","-","4.71"
"2017/12/22","20:00","4.847","-","4.83"
"2017/12/22","21:00","4.639","-","4.5"
"2017/12/22","22:00","4.08","-","3.97"
"2017/12/22","23:00","3.232","-","2.99"
"2017/12/23","00:00","2.228","-","2.04"
"2017/12/23","01:00","1.247","-","1.15"
"2017/12/23","02:00","0.478","-","0.27"
"2017/12/23","03:00","0.074","-","-0.11"
"2017/12/23","04:00","0.11","-","-0.08"
"2017/12/23","05:00","0.56","-","0.38"
"2017/12/23","06:00","1.312","-","1.11"
"2017/12/23","07:00","2.194","-","1.96"
"2017/12/23","08:00","3.026","-","2.75"
"2017/12/23","09:00","3.659","-","3.45"
"2017/12/23","10:00","4.003","-","3.85"
"2017/12/23","11:00","4.048","-","3.87"
"2017/12/23","12:00","3.853","-","3.66"
"2017/12/23","13:00","3.534","-","3.39"
"2017/12/23","14:00","3.231","-","3.31"
"2017/12/23","15:00","3.066","-","3.1"
"2017/12/23","16:00","3.111","-","3.03"
"2017/12/23","17:00","3.363","-","3.46"
"2017/12/23","18:00","3.748","-","3.87"
"2017/12/23","19:00","4.145","-","4.12"
"2017/12/23","20:00","4.42","-","4.51"
"2017/12/23","21:00","4.459","-","4.54"
"2017/12/23","22:00","4.199","-","4.19"
"2017/12/23","23:00","3.637","-","3.56"
"2017/12/24","00:00","2.844","-","2.78"
"2017/12/24","01:00","1.949","-","2.01"
"2017/12/24","02:00","1.121","-","1.11"
"2017/12/24","03:00","0.527","-","0.42"
"2017/12/24","04:00","0.292","-","0.3"
"2017/12/24","05:00","0.461","-","0.5"
"2017/12/24","06:00","0.991","-","1.03"
"2017/12/24","07:00","1.764","-","1.81"
"2017/12/24","08:00","2.618","-","2.65"
"2017/12/24","09:00","3.386","-","3.44"
"2017/12/24","10:00","3.936","-","4.01"
"2017/12/24","11:00","4.193","-","4.2"
"2017/12/24","12:00","4.156","-","4.24"
"2017/12/24","13:00","3.893","-","4.01"
"2017/12/24","14:00","3.523","-","3.56"
"2017/12/24","15:00","3.18","-","3.35"
"2017/12/24","16:00","2.977","-","3.09"
"2017/12/24","17:00","2.974","-","3.34"
"2017/12/24","18:00","3.162","-","3.45"
"2017/12/24","19:00","3.474","-","3.61"
"2017/12/24","20:00","3.802","-","4.06"
"2017/12/24","21:00","4.026","-","4.18"
"2017/12/24","22:00","4.045","-","4.14"
"2017/12/24","23:00","3.801","-","3.85"
"2017/12/25","00:00","3.295","-","3.31"
"2017/12/25","01:00","2.595","-","2.8"
"2017/12/25","02:00","1.827","-","1.96"
"2017/12/25","03:00","1.146","-","1.17"
"2017/12/25","04:00","0.701","-","0.75"
"2017/12/25","05:00","0.595","-","0.7"
"2017/12/25","06:00","0.859","-","0.88"
"2017/12/25","07:00","1.443","-","1.45"
"2017/12/25","08:00","2.231","-","2.48"
"2017/12/25","09:00","3.064","-","3.15"
"2017/12/25","10:00","3.785","-","3.85"
"2017/12/25","11:00","4.262","-","4.26"
"2017/12/25","12:00","4.43","-","4.52"
"2017/12/25","13:00","4.295","-","4.32"
"2017/12/25","14:00","3.932","-","4.01"
"2017/12/25","15:00","3.465","-","3.57"
"2017/12/25","16:00","3.03","-","3.16"
"2017/12/25","17:00","2.738","-","2.79"
"2017/12/25","18:00","2.652","-","2.83"
"2017/12/25","19:00","2.772","-","2.96"
"2017/12/25","20:00","3.041","-","3.3"
"2017/12/25","21:00","3.356","-","3.48"
"2017/12/25","22:00","3.602","-","3.68"
"2017/12/25","23:00","3.672","-","3.82"
"2017/12/26","00:00","3.504","-","3.78"
"2017/12/26","01:00","3.093","-","3.2"
"2017/12/26","02:00","2.504","-","2.62"
"2017/12/26","03:00","1.856","-","2.01"
"2017/12/26","04:00","1.295","-","1.44"
"2017/12/26","05:00","0.959","-","1.03"
"2017/12/26","06:00","0.944","-","0.95"
"2017/12/26","07:00","1.278","-","1.36"
"2017/12/26","08:00","1.911","-","1.89"
"2017/12/26","09:00","2.724","-","2.77"
"2017/12/26","10:00","3.556","-","3.64"
"2017/12/26","11:00","4.241","-","4.2"
"2017/12/26","12:00","4.647","-","4.67"
"2017/12/26","13:00","4.708","-","4.86"
"2017/12/26","14:00","4.44","-","4.5"
"2017/12/26","15:00","3.929","-","4.07"
"2017/12/26","16:00","3.31","-","3.44"
"2017/12/26","17:00","2.729","-","2.88"
"2017/12/26","18:00","2.312","-","2.54"
"2017/12/26","19:00","2.137","-","2.31"
"2017/12/26","20:00","2.218","-","2.38"
"2017/12/26","21:00","2.499","-","2.65"
"2017/12/26","22:00","2.876","-","2.93"
"2017/12/26","23:00","3.216","-","3.26"
"2017/12/27","00:00","3.398","-","3.46"
"2017/12/27","01:00","3.345","-","3.39"
"2017/12/27","02:00","3.046","-","2.99"
"2017/12/27","03:00","2.559","-","2.51"
"2017/12/27","04:00","2.002","-","1.97"
"2017/12/27","05:00","1.519","-","1.4"
"2017/12/27","06:00","1.253","-","1.12"
"2017/12/27","07:00","1.304","-","1.18"
"2017/12/27","08:00","1.702","-","1.57"
"2017/12/27","09:00","2.395","-","2.26"
"2017/12/27","10:00","3.254","-","3.16"
"2017/12/27","11:00","4.101","-","4"
"2017/12/27","12:00","4.755","-","4.58"
"2017/12/27","13:00","5.075","-","4.95"
"2017/12/27","14:00","4.999","-","4.94"
"2017/12/27","15:00","4.553","-","4.48"
"2017/12/27","16:00","3.84","-","3.8"
"2017/12/27","17:00","3.016","-","2.98"
"2017/12/27","18:00","2.254","-","2.32"
"2017/12/27","19:00","1.705","-","1.75"
"2017/12/27","20:00","1.467","-","1.44"
"2017/12/27","21:00","1.56","-","1.53"
"2017/12/27","22:00","1.924","-","1.87"
"2017/12/27","23:00","2.432","-","2.42"
"2017/12/28","00:00","2.925","-","2.79"
"2017/12/28","01:00","3.258","-","3.14"
"2017/12/28","02:00","3.335","-","3.22"
"2017/12/28","03:00","3.137","-","2.96"
"2017/12/28","04:00","2.721","-","2.58"
"2017/12/28","05:00","2.21","-","2.04"
"2017/12/28","06:00","1.765","-","1.49"
"2017/12/28","07:00","1.54","-","1.33"
"2017/12/28","08:00","1.649","-","1.52"
"2017/12/28","09:00","2.121","-","2.03"
