"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2004/12/27","00:00","-0.399","-","0.08"
"2004/12/27","01:00","-0.666","-","-0.14"
"2004/12/27","02:00","-0.413","-","0.1"
"2004/12/27","03:00","0.275","-","0.78"
"2004/12/27","04:00","1.224","-","1.8"
"2004/12/27","05:00","2.218","-","2.87"
"2004/12/27","06:00","3.056","-","3.62"
"2004/12/27","07:00","3.599","-","4.23"
"2004/12/27","08:00","3.805","-","4.41"
"2004/12/27","09:00","3.729","-","4.47"
"2004/12/27","10:00","3.496","-","4.23"
"2004/12/27","11:00","3.268","-","3.97"
"2004/12/27","12:00","3.192","-","4.15"
"2004/12/27","13:00","3.368","-","4.3"
"2004/12/27","14:00","3.811","-","4.82"
"2004/12/27","15:00","4.443","-","5.38"
"2004/12/27","16:00","5.106","-","5.85"
"2004/12/27","17:00","5.601","-","6.48"
"2004/12/27","18:00","5.75","-","6.59"
"2004/12/27","19:00","5.444","-","6.44"
"2004/12/27","20:00","4.677","-","5.86"
"2004/12/27","21:00","3.552","-","4.66"
"2004/12/27","22:00","2.252","-","3.2"
"2004/12/27","23:00","0.999","-","1.82"
"2004/12/28","00:00","0.012","-","0.77"
"2004/12/28","01:00","-0.542","-","0.27"
"2004/12/28","02:00","-0.582","-","0.3"
"2004/12/28","03:00","-0.135","-","0.54"
"2004/12/28","04:00","0.675","-","1.34"
"2004/12/28","05:00","1.653","-","2.28"
"2004/12/28","06:00","2.588","-","3.27"
"2004/12/28","07:00","3.306","-","4.08"
"2004/12/28","08:00","3.709","-","4.31"
"2004/12/28","09:00","3.796","-","4.75"
"2004/12/28","10:00","3.647","-","4.63"
"2004/12/28","11:00","3.401","-","4.26"
"2004/12/28","12:00","3.214","-","4.1"
"2004/12/28","13:00","3.22","-","4.15"
"2004/12/28","14:00","3.486","-","4.47"
"2004/12/28","15:00","3.992","-","4.86"
"2004/12/28","16:00","4.625","-","5.58"
"2004/12/28","17:00","5.212","-","6.4"
"2004/12/28","18:00","5.562","-","6.58"
"2004/12/28","19:00","5.528","-","6.76"
"2004/12/28","20:00","5.046","-","6.02"
"2004/12/28","21:00","4.153","-","5.12"
"2004/12/28","22:00","2.979","-","3.93"
"2004/12/28","23:00","1.72","-","2.56"
"2004/12/29","00:00","0.594","-","1.31"
"2004/12/29","01:00","-0.201","-","0.69"
"2004/12/29","02:00","-0.532","-","0.31"
"2004/12/29","03:00","-0.361","-","0.3"
"2004/12/29","04:00","0.242","-","1.05"
"2004/12/29","05:00","1.123","-","2.07"
"2004/12/29","06:00","2.08","-","2.94"
"2004/12/29","07:00","2.922","-","3.96"
"2004/12/29","08:00","3.508","-","4.57"
"2004/12/29","09:00","3.781","-","4.82"
"2004/12/29","10:00","3.767","-","4.8"
"2004/12/29","11:00","3.566","-","4.68"
"2004/12/29","12:00","3.323","-","4.4"
"2004/12/29","13:00","3.184","-","4.26"
"2004/12/29","14:00","3.262","-","4.41"
"2004/12/29","15:00","3.591","-","4.47"
"2004/12/29","16:00","4.117","-","5.11"
"2004/12/29","17:00","4.706","-","5.46"
"2004/12/29","18:00","5.179","-","6.09"
"2004/12/29","19:00","5.372","-","6.13"
"2004/12/29","20:00","5.173","-","5.95"
"2004/12/29","21:00","4.56","-","5.22"
"2004/12/29","22:00","3.6","-","4.32"
"2004/12/29","23:00","2.441","-","3.03"
"2004/12/30","00:00","1.28","-","2"
"2004/12/30","01:00","0.324","-","1.05"
"2004/12/30","02:00","-0.257","-","0.47"
