"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2005/12/22","00:00","3.205","-","3.06"
"2005/12/22","01:00","2.428","-","2.57"
"2005/12/22","02:00","1.626","-","1.91"
"2005/12/22","03:00","0.955","-","1.09"
"2005/12/22","04:00","0.548","-","0.7"
"2005/12/22","05:00","0.484","-","0.75"
"2005/12/22","06:00","0.77","-","1.07"
"2005/12/22","07:00","1.345","-","1.37"
"2005/12/22","08:00","2.096","-","2.34"
"2005/12/22","09:00","2.882","-","2.98"
"2005/12/22","10:00","3.562","-","3.68"
"2005/12/22","11:00","4.022","-","4.09"
"2005/12/22","12:00","4.204","-","4.34"
"2005/12/22","13:00","4.115","-","4.18"
"2005/12/22","14:00","3.83","-","3.97"
"2005/12/22","15:00","3.465","-","3.49"
"2005/12/22","16:00","3.142","-","3.39"
"2005/12/22","17:00","2.958","-","3"
"2005/12/22","18:00","2.952","-","3.12"
"2005/12/22","19:00","3.11","-","3.19"
"2005/12/22","20:00","3.363","-","3.46"
"2005/12/22","21:00","3.611","-","3.53"
"2005/12/22","22:00","3.749","-","3.66"
"2005/12/22","23:00","3.691","-","3.68"
"2005/12/23","00:00","3.398","-","3.39"
"2005/12/23","01:00","2.893","-","2.86"
"2005/12/23","02:00","2.262","-","2.24"
"2005/12/23","03:00","1.632","-","1.52"
"2005/12/23","04:00","1.138","-","1.29"
"2005/12/23","05:00","0.893","-","0.79"
"2005/12/23","06:00","0.956","-","1.01"
"2005/12/23","07:00","1.325","-","1.45"
"2005/12/23","08:00","1.938","-","2.01"
"2005/12/23","09:00","2.683","-","2.7"
"2005/12/23","10:00","3.423","-","3.5"
"2005/12/23","11:00","4.021","-","4.18"
"2005/12/23","12:00","4.37","-","4.24"
"2005/12/23","13:00","4.423","-","4.25"
"2005/12/23","14:00","4.199","-","4.16"
"2005/12/23","15:00","3.784","-","3.8"
"2005/12/23","16:00","3.296","-","3.33"
"2005/12/23","17:00","2.862","-","2.91"
"2005/12/23","18:00","2.58","-","2.46"
"2005/12/23","19:00","2.496","-","2.41"
"2005/12/23","20:00","2.602","-","2.49"
"2005/12/23","21:00","2.836","-","2.63"
"2005/12/23","22:00","3.099","-","2.95"
"2005/12/23","23:00","3.284","-","3.05"
"2005/12/24","00:00","3.302","-","3.14"
"2005/12/24","01:00","3.113","-","3.05"
"2005/12/24","02:00","2.737","-","2.64"
"2005/12/24","03:00","2.254","-","2.09"
"2005/12/24","04:00","1.778","-","1.83"
"2005/12/24","05:00","1.432","-","1.37"
"2005/12/24","06:00","1.315","-","1.31"
"2005/12/24","07:00","1.479","-","1.54"
"2005/12/24","08:00","1.919","-","2.06"
"2005/12/24","09:00","2.567","-","2.61"
"2005/12/24","10:00","3.308","-","3.37"
"2005/12/24","11:00","3.998","-","4.14"
"2005/12/24","12:00","4.501","-","4.67"
"2005/12/24","13:00","4.716","-","4.87"
"2005/12/24","14:00","4.608","-","4.68"
"2005/12/24","15:00","4.211","-","4.25"
"2005/12/24","16:00","3.624","-","3.77"
"2005/12/24","17:00","2.978","-","3.04"
"2005/12/24","18:00","2.413","-","2.48"
"2005/12/24","19:00","2.038","-","2.06"
"2005/12/24","20:00","1.908","-","1.97"
"2005/12/24","21:00","2.019","-","2.05"
"2005/12/24","22:00","2.3","-","2.34"
"2005/12/24","23:00","2.643","-","2.65"
"2005/12/25","00:00","2.928","-","3.08"
"2005/12/25","01:00","3.06","-","3.15"
"2005/12/25","02:00","2.992","-","3.05"
"2005/12/25","03:00","2.741","-","2.84"
