"animalID","MomAnimalID","year","weighingdate","weandate","sex","Wt","source","SL","AG","origtag","CL","region","error"
"12312",NA,1993,1993-02-28,1993-02-17,"M",93,"archive_1979_2021",141,107,NA,NA,NA,NA
"12313","18086",1993,1993-03-01,1993-02-14,"M",95,"archive_1979_2021",137,130,NA,NA,NA,NA
"12314","11024",1993,1993-03-01,1993-02-16,"F",102,"archive_1979_2021",145,134,NA,NA,NA,NA
"12316","10293",1993,1993-03-08,1993-02-17,"F",94,"archive_1979_2021",137,122,NA,NA,NA,NA
"12317","8217",1993,1993-03-01,1993-02-14,"M",113,"archive_1979_2021",142,140,NA,NA,NA,NA
"12455","11198",1993,1993-03-08,1993-02-18,"F",101,"archive_1979_2021",148,124,NA,NA,NA,NA
"12318","9311",1993,1993-03-08,1993-02-17,"M",103,"archive_1979_2021",151,135,NA,NA,NA,NA
"12319","19532",1993,1993-03-01,1993-02-23,"M",159,"archive_1979_2021",157,147,NA,NA,NA,NA
"12323","11278",1993,1993-02-28,1993-02-20,"F",130,"archive_1979_2021",143,143,NA,NA,NA,NA
"12325","20085",1993,1993-03-04,1993-02-13,"M",113,"archive_1979_2021",144,133,NA,NA,NA,NA
"12327","11603",NA,NA,1993-02-14,"M",110,"archive_1979_2021",155,131,NA,NA,NA,NA
"12330","20296",1993,1993-03-04,1993-02-15,"F",91,"archive_1979_2021",146,125,NA,NA,NA,NA
"12334","8947",1993,1993-03-05,1993-02-19,"F",120,"archive_1979_2021",159,137,NA,NA,NA,NA
"12335","8407",1993,1993-03-04,1993-02-22,"F",111,"archive_1979_2021",142,133,NA,NA,NA,NA
"12340",NA,1993,1993-03-05,NA,"M",147,"archive_1979_2021",148,NA,NA,NA,NA,NA
"12347","11281",1993,1993-03-04,1993-02-24,"F",120,"archive_1979_2021",144,175,NA,NA,NA,NA
"12348","17888",1993,1993-03-01,1993-02-12,"M",102,"archive_1979_2021",138,130,NA,NA,NA,NA
"12349","20301",1993,1993-03-01,1993-02-20,"F",119,"archive_1979_2021",147,130,NA,NA,NA,NA
"12350","20279",1993,1993-03-01,1993-02-21,"F",136,"archive_1979_2021",149,140,NA,NA,NA,NA
"12351","20277",NA,NA,1993-02-26,"F",113,"archive_1979_2021",136,141,NA,NA,NA,NA
"12354","11005",1993,1993-03-01,1993-01-31,"M",136,"archive_1979_2021",137,141,NA,NA,NA,NA
"12362","10688",1993,1993-03-02,1993-02-26,"F",124,"archive_1979_2021",150,147,NA,NA,NA,NA
"12368","20068",1993,1993-03-01,1993-01-30,"F",81,"archive_1979_2021",121,121,NA,NA,NA,NA
"12383","11405",1993,1993-03-08,1993-02-17,"F",80,"archive_1979_2021",135,120,NA,NA,NA,NA
"12386",NA,1993,1993-03-02,NA,"M",150,"archive_1979_2021",138,NA,NA,NA,NA,NA
"12387","11368",1993,1993-03-02,1993-02-18,"F",140,"archive_1979_2021",180,162,NA,NA,NA,NA
"12388","10564",1993,1993-03-02,1993-02-24,"M",102,"archive_1979_2021",135,132,NA,NA,NA,NA
"12389","8308",1993,1993-03-02,1993-02-15,"M",124,"archive_1979_2021",144,132,NA,NA,NA,NA
"12390","9386",1993,1993-03-02,1993-02-17,"M",122,"archive_1979_2021",142,131,NA,NA,NA,NA
"12391","10713",1993,1993-03-02,1993-02-07,"F",113,"archive_1979_2021",135,110,NA,NA,NA,NA
"12392",NA,1993,1993-03-02,NA,"M",142,"archive_1979_2021",143,NA,NA,NA,NA,NA
"12393",NA,1993,1993-03-02,NA,"F",140,"archive_1979_2021",140,NA,NA,NA,NA,NA
"12394",NA,1993,1993-03-02,NA,"M",145,"archive_1979_2021",139,NA,NA,NA,NA,NA
"12395","11362",NA,NA,1993-02-17,"M",93,"archive_1979_2021",155,133,NA,NA,NA,NA
"12396","7079",1993,1993-03-04,1993-03-03,"M",115,"archive_1979_2021",137,145,NA,NA,NA,NA
"12398",NA,1993,1993-03-05,NA,"M",140,"archive_1979_2021",148,NA,NA,NA,NA,NA
"12406",NA,1993,1993-03-04,NA,"M",145,"archive_1979_2021",135,NA,NA,NA,NA,NA
"12408",NA,1993,1993-03-04,NA,"F",141,"archive_1979_2021",123,NA,NA,NA,NA,NA
"12421","9450",1993,1993-03-06,1993-02-21,"F",94,"archive_1979_2021",142,157,NA,NA,NA,NA
"12428","18082",1993,1993-03-06,1993-02-08,"M",128,"archive_1979_2021",139,139,NA,NA,NA,NA
"12429","11284",1993,1993-03-06,1993-02-17,"F",112,"archive_1979_2021",141,117,NA,NA,NA,NA
"12430","5584",1993,1993-03-06,1993-02-25,"M",108,"archive_1979_2021",130,137,NA,NA,NA,NA
"12431","165",1993,1993-03-06,1993-02-09,"F",110,"archive_1979_2021",139,115,NA,NA,NA,NA
"12433","9463",1993,1993-03-06,1993-02-20,"M",117,"archive_1979_2021",146,120,NA,NA,NA,NA
"12459","12234",1993,1993-03-08,1993-03-08,"M",131,"archive_1979_2021",147,146,NA,NA,NA,NA
"12539","8680",1994,1994-03-03,1994-01-22,"F",121,"archive_1979_2021",148,128,NA,NA,NA,NA
"12558",NA,1994,1994-02-23,1994-02-01,"M",98,"archive_1979_2021",140,124,NA,NA,NA,NA
"12559",NA,1994,1994-02-23,1994-02-01,"M",97.7,"archive_1979_2021",NA,NA,NA,NA,NA,NA
"12561",NA,1994,1994-03-05,NA,"M",146,"archive_1979_2021",130,NA,NA,NA,NA,NA
"12562","9722",1994,1994-02-27,1994-02-04,"M",86,"archive_1979_2021",141,130,NA,NA,NA,NA
"12563","11364",1994,1994-03-04,1994-02-04,"F",97,"archive_1979_2021",137,123,NA,NA,NA,NA
"12564","21279",1994,1994-02-27,1994-01-31,"M",116,"archive_1979_2021",150,126,NA,NA,NA,NA
"12565","11186",1994,1994-02-28,1994-02-05,"M",142,"archive_1979_2021",155,150,NA,NA,NA,NA
"12567","10898",1994,1994-03-04,1994-02-05,"M",97,"archive_1979_2021",142,121,NA,NA,NA,NA
"12568","12533",1994,1994-03-05,1994-02-04,"F",75,"archive_1979_2021",134,109,NA,NA,NA,NA
"12569","12512",1994,1994-03-05,1994-02-04,"M",78,"archive_1979_2021",134,110,NA,NA,NA,NA
"12570","8177",1994,1994-03-02,1994-02-05,"M",112,"archive_1979_2021",143,118,NA,NA,NA,NA
"12572","11619",1994,1994-03-02,1994-02-06,"M",152,"archive_1979_2021",149,130,NA,NA,NA,NA
"12579","11275",1994,1994-03-04,1994-02-08,"F",132,"archive_1979_2021",150,137,NA,NA,NA,NA
"12580","11160",1994,1994-02-27,1994-02-09,"M",97.7,"archive_1979_2021",NA,NA,NA,NA,NA,NA
"12583","12578",1994,1994-02-28,1994-02-10,"F",97,"archive_1979_2021",140,118,NA,NA,NA,NA
"12584","11070",1994,1994-02-24,1994-02-10,"M",119,"archive_1979_2021",149,137,NA,NA,NA,NA
"12585","52",1994,1994-02-25,1994-02-10,"F",111,"archive_1979_2021",130,140,NA,NA,NA,NA
"12588","12532",1994,1994-02-27,1994-02-08,"M",102,"archive_1979_2021",151,139,NA,NA,NA,NA
"12591","7259",1994,1994-02-28,1994-02-11,"F",129,"archive_1979_2021",150,144,NA,NA,NA,NA
"12592","20272",1994,1994-03-01,1994-02-10,"F",116,"archive_1979_2021",143,114,NA,NA,NA,NA
"12593","21289",1994,1994-03-03,1994-02-06,"F",108,"archive_1979_2021",137,121,NA,NA,NA,NA
"12594","11257",1994,1994-02-23,1994-02-09,"M",109,"archive_1979_2021",133,155,NA,NA,NA,NA
"12595","9615",1994,1994-02-25,1994-02-11,"M",145,"archive_1979_2021",143,163,NA,NA,NA,NA
"12596","11588",1994,1994-02-24,1994-02-11,"F",86,"archive_1979_2021",149,119,NA,NA,NA,NA
"12598","17924",1994,1994-02-28,1994-02-16,"M",113,"archive_1979_2021",142,127,NA,NA,NA,NA
"12600","12513",1994,1994-03-01,1994-02-06,"F",125,"archive_1979_2021",153,134,NA,NA,NA,NA
"12601","10566",1994,1994-03-04,1994-02-11,"M",117,"archive_1979_2021",155,130,NA,NA,NA,NA
"12604","12554",1994,1994-02-25,1994-02-12,"F",122,"archive_1979_2021",130,135,NA,NA,NA,NA
"12605","10656",NA,NA,1994-02-14,"F",160,"archive_1979_2021",120,6,NA,NA,NA,NA
"12606","9505",1994,1994-02-23,1994-02-12,"M",126,"archive_1979_2021",133,136,NA,NA,NA,NA
"12613","17931",NA,NA,1994-02-13,"M",157,"archive_1979_2021",117,9,NA,NA,NA,NA
"12615","10691",1994,1994-02-25,1994-02-08,"M",122,"archive_1979_2021",145,131,NA,NA,NA,NA
"12616","21291",1994,1994-02-24,1994-02-09,"M",111,"archive_1979_2021",139,143,NA,NA,NA,NA
"12617","10531",1994,1994-02-24,1994-02-24,"M",138,"archive_1979_2021",154,150,NA,NA,NA,NA
"12618","18091",1994,1994-02-28,1994-02-18,"F",105,"archive_1979_2021",134,111,NA,NA,NA,NA
"12619","9172",1994,1994-03-02,1994-02-17,"M",124,"archive_1979_2021",136,139,NA,NA,NA,NA
"12620","10725",1994,1994-03-04,1994-02-18,"F",146,"archive_1979_2021",146,142,NA,NA,NA,NA
"12621","11024",1994,1994-03-04,1994-02-16,"F",125,"archive_1979_2021",142,144,NA,NA,NA,NA
"12623","8184",1994,1994-02-24,1994-02-16,"M",103,"archive_1979_2021",140,129,NA,NA,NA,NA
"12626","20267",1994,1994-02-25,1994-02-18,"F",150,"archive_1979_2021",145,151,NA,NA,NA,NA
"12627","10847",1994,1994-02-25,1994-02-18,"F",146,"archive_1979_2021",141,6,NA,NA,NA,NA
"12628","20277",1994,1994-02-25,1994-02-22,"M",133,"archive_1979_2021",127,136,NA,NA,NA,NA
"12629","21278",1994,1994-02-25,1994-02-01,"F",122,"archive_1979_2021",151,131,NA,NA,NA,NA
"12637","11216",1994,1994-03-04,1994-02-13,"F",67,"archive_1979_2021",121,103,NA,NA,NA,NA
"12639","9450",1994,1994-03-01,1994-02-16,"M",89,"archive_1979_2021",145,122,NA,NA,NA,NA
"12640","12535",1994,1994-03-04,1994-02-18,"M",140,"archive_1979_2021",146,145,NA,NA,NA,NA
"12642",NA,1994,1994-03-03,NA,"M",141,"archive_1979_2021",150,NA,NA,NA,NA,NA
"12643","10280",1994,1994-02-24,1994-02-03,"F",136,"archive_1979_2021",148,144,NA,NA,NA,NA
"12644","20250",1994,1994-02-24,1994-02-12,"F",118,"archive_1979_2021",148,138,NA,NA,NA,NA
"12645","20275",1994,1994-02-27,1994-02-19,"F",138,"archive_1979_2021",143,152,NA,NA,NA,NA
"12646","11438",1994,1994-02-23,1994-02-14,"M",136,"archive_1979_2021",132,147,NA,NA,NA,NA
"12647","20105",1994,1994-02-24,1994-02-17,"M",104,"archive_1979_2021",141,130,NA,NA,NA,NA
"12650","12612",1994,1994-02-24,1994-02-12,"M",120,"archive_1979_2021",147,139,NA,NA,NA,NA
"12651",NA,1994,1994-02-24,NA,"M",140,"archive_1979_2021",143,NA,NA,NA,NA,NA
"12652","11308",1994,1994-02-28,1994-02-17,"F",128,"archive_1979_2021",141,143,NA,NA,NA,NA
"12653","20296",1994,1994-03-04,1994-02-17,"F",117,"archive_1979_2021",145,135,NA,NA,NA,NA
"12660","10883",1994,1994-02-26,1994-02-18,"F",138,"archive_1979_2021",142,150,NA,NA,NA,NA
"12661",NA,1994,1994-02-24,NA,"M",141,"archive_1979_2021",131,NA,NA,NA,NA,NA
"12662","12577",1994,1994-03-01,1994-02-17,"M",103,"archive_1979_2021",145,126,NA,NA,NA,NA
"12663","12534",1994,1994-03-04,1994-02-15,"F",116,"archive_1979_2021",140,133,NA,NA,NA,NA
"12667","8407",1994,1994-02-23,1994-02-18,"F",125,"archive_1979_2021",143,130,NA,NA,NA,NA
"12668","8749",1994,1994-02-24,1994-02-19,"M",147,"archive_1979_2021",152,154,NA,NA,NA,NA
"12670",NA,1994,1994-02-27,NA,"M",140,"archive_1979_2021",156,NA,NA,NA,NA,NA
"12671","21318",1994,1994-02-27,1994-02-18,"F",91,"archive_1979_2021",134,137,NA,NA,NA,NA
"12672","10599",1994,1994-03-05,1994-02-17,"F",114,"archive_1979_2021",148,125,NA,NA,NA,NA
"12673","8342",1994,1994-02-23,1994-02-16,"M",136,"archive_1979_2021",132,145,NA,NA,NA,NA
"12675","11802",1994,1994-03-03,1994-02-22,"F",90,"archive_1979_2021",144,125,NA,NA,NA,NA
"12681","11274",1994,1994-03-02,1994-02-23,"F",133,"archive_1979_2021",148,143,NA,NA,NA,NA
"12682",NA,1994,1994-02-23,1994-02-22,"F",94,"archive_1979_2021",120,118,NA,NA,NA,NA
"12687",NA,1994,1994-02-23,NA,"F",131,"archive_1979_2021",135,NA,NA,NA,NA,NA
"12689","17937",1994,1994-02-28,1994-02-21,"F",134,"archive_1979_2021",144,138,NA,NA,NA,NA
"12690","20068",1994,1994-02-27,1994-02-17,"F",98,"archive_1979_2021",138,143,NA,NA,NA,NA
"12695","10925",1994,1994-02-23,1994-02-23,"F",141,"archive_1979_2021",137,146,NA,NA,NA,NA
"12697","9678",1994,1994-02-23,1994-02-23,"F",141,"archive_1979_2021",137,146,NA,NA,NA,NA
"12706","12575",1994,1994-03-02,1994-02-24,"F",121,"archive_1979_2021",146,140,NA,NA,NA,NA
"12708","9200",1994,1994-02-27,1994-02-25,"M",132,"archive_1979_2021",147,163,NA,NA,NA,NA
"12709","20106",1994,1994-03-03,1994-02-21,"F",136,"archive_1979_2021",142,155,NA,NA,NA,NA
"12734","20085",1994,1994-03-03,1994-02-27,"M",119,"archive_1979_2021",148,139,NA,NA,NA,NA
"12740","6597",1994,1994-03-02,1994-02-28,"M",170,"archive_1979_2021",159,151,NA,NA,NA,NA
"12741","12574",1994,1994-03-02,1994-02-27,"F",142,"archive_1979_2021",144,152,NA,NA,NA,NA
"12745","11413",1994,1994-02-28,1994-02-25,"M",148,"archive_1979_2021",158,145,NA,NA,NA,NA
"12750","11254",1994,1994-02-28,1994-02-28,"M",102,"archive_1979_2021",130,127,NA,NA,NA,NA
"12754","12665",1994,1994-03-02,1994-02-27,"M",143,"archive_1979_2021",151,136,NA,NA,NA,NA
"12763","12515",NA,NA,NA,"M",122,"archive_1979_2021",NA,NA,NA,NA,NA,NA
"12780","9759",1994,1994-03-04,1994-02-23,"M",124,"archive_1979_2021",149,135,NA,NA,NA,NA
"12781","8308",1994,1994-03-03,1994-02-22,"F",124,"archive_1979_2021",148,147,NA,NA,NA,NA
"12793","11365",1994,1994-03-04,1994-03-04,"M",93,"archive_1979_2021",142,120,NA,NA,NA,NA
"12804","18080",1994,1994-03-04,1994-02-25,"F",191,"archive_1979_2021",152,160,NA,NA,NA,NA
"12807","12542",1994,1994-03-05,1994-02-27,"M",88,"archive_1979_2021",130,116,NA,NA,NA,NA
"12808","11235",1994,1994-03-05,1994-02-16,"F",119,"archive_1979_2021",140,143,NA,NA,NA,NA
"12809",NA,1994,1994-03-05,1994-03-04,"F",107,"archive_1979_2021",125,119,NA,NA,NA,NA
"12810","11932",NA,NA,1994-03-01,"F",83,"archive_1979_2021",142,136,NA,NA,NA,NA
"12587",NA,NA,NA,NA,"F",138,"archive_1979_2021",118,NA,NA,NA,NA,NA
"12818","21327",1994,1994-03-02,NA,"3/5/94",144,"archive_1979_2021",162,NA,NA,NA,NA,NA
"13202",NA,NA,NA,NA,"M",182,"archive_1979_2021",127,NA,NA,NA,NA,NA
"13225","13221",1995,1995-02-21,1995-02-10,"F",110,"archive_1979_2021",NA,NA,NA,NA,NA,NA
"13400","39325",1995,1995-02-20,1995-01-22,"M",91,"archive_1979_2021",140,120,NA,NA,NA,NA
"13410","8070",1995,1995-03-01,1995-02-02,"M",132,"archive_1979_2021",150,137,NA,NA,NA,NA
"13466","13271",1995,1995-03-03,1995-02-05,"F",59,"archive_1979_2021",119,115,NA,NA,NA,NA
"13492","6275",1995,1995-02-15,1995-01-30,"F",113,"archive_1979_2021",144,152,NA,NA,NA,NA
"13493","20108",1995,1995-02-10,1995-02-09,"M",122,"archive_1979_2021",143,NA,NA,NA,NA,NA
"13495","8217",1995,1995-02-18,1995-01-30,"F",116,"archive_1979_2021",148,145,NA,NA,NA,NA
"13512","11521",1995,1995-02-20,1995-02-02,"M",120,"archive_1979_2021",154,129,NA,NA,NA,NA
"13514",NA,1995,1995-02-20,NA,"M",126,"archive_1979_2021",92,NA,NA,NA,NA,NA
"13540",NA,1995,1995-02-18,1995-02-13,"F",76,"archive_1979_2021",124,113,NA,NA,NA,NA
"13545","5818",1995,1995-02-15,1995-02-05,"F",137,"archive_1979_2021",146,143,NA,NA,NA,NA
"13567","17936",1995,1995-02-13,1995-02-06,"M",147,"archive_1979_2021",145,138,NA,NA,NA,NA
"13577","10564",1995,1995-02-08,1995-02-01,"M",127,"archive_1979_2021",NA,NA,NA,NA,NA,NA
"13578","13372",1995,1995-02-28,1995-02-02,"F",76,"archive_1979_2021",134,109,NA,NA,NA,NA
"13587","10280",1995,1995-02-13,1995-02-08,"F",121,"archive_1979_2021",132,142,NA,NA,NA,NA
"13588","8710",1995,1995-02-19,1995-02-07,"M",127,"archive_1979_2021",150,134,NA,NA,NA,NA
"13613","10553",1995,1995-02-26,1995-02-10,"F",73,"archive_1979_2021",125,114,NA,NA,NA,NA
"13630","10687",1995,1995-02-18,1995-02-12,"M",112,"archive_1979_2021",NA,NA,NA,NA,NA,NA
"13643","8680",1995,1995-02-21,1995-01-28,"F",125,"archive_1979_2021",150,132,NA,NA,NA,NA
"13691","10839",1995,1995-02-14,NA,"2/21/95",154,"archive_1979_2021",143,7,NA,NA,NA,NA
"13704",NA,NA,NA,NA,"M",142,"archive_1979_2021",120,NA,NA,NA,NA,NA
"13705","20093",1995,1995-02-20,1995-02-12,"M",115,"archive_1979_2021",145,135,NA,NA,NA,NA
"13710","20187",1995,1995-02-15,1995-02-12,"F",83,"archive_1979_2021",142,114,NA,NA,NA,NA
"13757","11216",1995,1995-02-13,1995-02-12,"M",93,"archive_1979_2021",131,130,NA,NA,NA,NA
"13759","12657",1995,1995-02-19,1995-02-11,"M",156,"archive_1979_2021",152,157,NA,NA,NA,NA
"13761","13222",1995,1995-02-19,1995-02-13,"M",129,"archive_1979_2021",152,136,NA,NA,NA,NA
"13783","20202",1995,1995-02-27,1995-02-12,"F",73,"archive_1979_2021",130,115,NA,NA,NA,NA
"13785","10479",1995,1995-02-19,1995-02-09,"M",107,"archive_1979_2021",147,135,NA,NA,NA,NA
"13789","11263",1995,1995-02-22,1995-02-13,"F",104,"archive_1979_2021",146,135,NA,NA,NA,NA
"13792","11689",1995,1995-02-21,1995-02-13,"M",79,"archive_1979_2021",134,110,NA,NA,NA,NA
"13795","13286",1995,1995-02-21,1995-02-11,"M",103,"archive_1979_2021",150,129,NA,NA,NA,NA
"13811","13508",1995,1995-02-28,1995-02-14,"F",110,"archive_1979_2021",146,126,NA,NA,NA,NA
"13826","13285",1995,1995-02-24,1995-02-13,"F",97,"archive_1979_2021",136,134,NA,NA,NA,NA
"13837","10677",1995,1995-03-03,1995-03-01,"F",107,"archive_1979_2021",138,138,NA,NA,NA,NA
"13844","13270",1995,1995-02-24,1995-02-13,"M",121,"archive_1979_2021",137,147,NA,NA,NA,NA
"13867","10210",1995,1995-02-19,1995-02-12,"M",135,"archive_1979_2021",133,140,NA,NA,NA,NA
"13871","20110",1995,1995-02-18,1995-02-14,"F",111,"archive_1979_2021",130,120,NA,NA,NA,NA
"13891","10953",1995,1995-02-17,1995-02-15,"F",134,"archive_1979_2021",152,144,NA,NA,NA,NA
"13902","11337",1995,1995-02-25,1995-02-23,"M",122,"archive_1979_2021",148,131,NA,NA,NA,NA
"13917","20063",1995,1995-03-01,1995-02-16,"M",101,"archive_1979_2021",152,125,NA,NA,NA,NA
"13932","11842",1995,1995-02-25,1995-02-15,"M",91,"archive_1979_2021",138,116,NA,NA,NA,NA
"13939","133",1995,1995-03-01,1995-02-17,"F",107,"archive_1979_2021",138,142,NA,NA,NA,NA
"13940","18116",1995,1995-02-23,1995-02-16,"F",112,"archive_1979_2021",137,133,NA,NA,NA,NA
"13947","12538",1995,1995-02-19,1995-02-16,"M",145,"archive_1979_2021",152,136,NA,NA,NA,NA
"13956","20082",1995,1995-02-17,1995-02-17,"M",117,"archive_1979_2021",145,134,NA,NA,NA,NA
"13957","11950",1995,1995-02-17,1995-02-17,"F",82,"archive_1979_2021",137,115,NA,NA,NA,NA
"13958","35260",1995,1995-02-20,1995-02-16,"F",134,"archive_1979_2021",149,136,NA,NA,NA,NA
"13968","11005",1995,1995-02-23,1995-02-19,"F",125,"archive_1979_2021",145,139,NA,NA,NA,NA
"13969",NA,1995,1995-02-23,1995-02-23,"M",121,"archive_1979_2021",142,134,NA,NA,NA,NA
"13970","170",1995,1995-02-28,1995-02-20,"F",122,"archive_1979_2021",153,133,NA,NA,NA,NA
"13972","13918",1995,1995-02-28,1995-02-23,"F",116,"archive_1979_2021",142,124,NA,NA,NA,NA
"13979","10918",1995,1995-02-19,1995-02-17,"M",113,"archive_1979_2021",139,133,NA,NA,NA,NA
"13991","10847",1995,1995-02-22,1995-02-18,"F",132,"archive_1979_2021",151,139,NA,NA,NA,NA
"13992","11438",1995,1995-02-25,1995-02-20,"F",118,"archive_1979_2021",147,132,NA,NA,NA,NA
"13993","17931",1995,1995-03-01,1995-02-17,"M",111,"archive_1979_2021",153,133,NA,NA,NA,NA
"13996","12554",1995,1995-02-19,1995-02-19,"F",142,"archive_1979_2021",154,147,NA,NA,NA,NA
"13997","13311",1995,1995-02-28,1995-02-18,"M",117,"archive_1979_2021",153,131,NA,NA,NA,NA
"14005","17942",1995,1995-02-28,1995-02-18,"F",108,"archive_1979_2021",148,136,NA,NA,NA,NA
"14010","8184",1995,1995-02-19,1995-02-16,"F",111,"archive_1979_2021",153,134,NA,NA,NA,NA
"14018","9619",1995,1995-02-19,1995-02-18,"F",145,"archive_1979_2021",139,151,NA,NA,NA,NA
"14023","18082",1995,1995-02-25,1995-02-19,"F",102,"archive_1979_2021",136,120,NA,NA,NA,NA
"14024","10354",1995,1995-02-20,1995-02-20,"F",141,"archive_1979_2021",149,137,NA,NA,NA,NA
"14028","20275",1995,1995-02-23,1995-02-19,"M",147,"archive_1979_2021",145,146,NA,NA,NA,NA
"14030","12213",1995,1995-02-23,1995-02-22,"F",69,"archive_1979_2021",125,105,NA,NA,NA,NA
"14032","13362",1995,1995-02-24,1995-02-22,"F",98,"archive_1979_2021",130,128,NA,NA,NA,NA
"14045","11235",1995,1995-02-22,1995-02-18,"F",118,"archive_1979_2021",141,137,NA,NA,NA,NA
"14049","18088",1995,1995-02-25,1995-02-19,"M",163,"archive_1979_2021",165,151,NA,NA,NA,NA
"14061","35210",1995,1995-02-21,1995-02-18,"M",122,"archive_1979_2021",139,130,NA,NA,NA,NA
"14029","10971",1995,1995-02-23,1995-02-20,"F",123,"archive_1979_2021",149,137,NA,NA,NA,NA
"14075","11393",1995,1995-03-01,1995-02-20,"M",116,"archive_1979_2021",142,132,NA,NA,NA,NA
"14076",NA,NA,NA,1969-09-09,"F",152,"archive_1979_2021",111,NA,NA,NA,NA,NA
"14089","13498",1995,1995-02-28,1995-02-19,"F",110,"archive_1979_2021",152,148,NA,NA,NA,NA
"14090","11084",1995,1995-02-28,1995-02-21,"M",97,"archive_1979_2021",142,124,NA,NA,NA,NA
"14091","11810",1995,1995-03-01,1995-02-20,"M",98,"archive_1979_2021",135,133,NA,NA,NA,NA
"14099","13349",1995,1995-02-24,1995-02-22,"M",141,"archive_1979_2021",134,148,NA,NA,NA,NA
"14108","11449",1995,1995-03-01,1995-02-27,"M",127,"archive_1979_2021",160,137,NA,NA,NA,NA
"14118","13343",1995,1995-02-24,1995-02-21,"F",94,"archive_1979_2021",135,129,NA,NA,NA,NA
"14122","20105",1995,1995-03-01,1995-02-21,"F",95,"archive_1979_2021",142,121,NA,NA,NA,NA
"14125","13384",1995,1995-03-03,1995-02-28,"F",95,"archive_1979_2021",137,121,NA,NA,NA,NA
"14126","12542",1995,1995-02-26,1995-02-20,"M",89,"archive_1979_2021",131,124,NA,NA,NA,NA
"14129","11227",1995,1995-02-26,1995-02-22,"F",136,"archive_1979_2021",150,129,NA,NA,NA,NA
"14131","12654",1995,1995-02-22,1995-02-18,"M",127,"archive_1979_2021",148,141,NA,NA,NA,NA
"14139","8308",1995,1995-02-28,1995-02-19,"F",118,"archive_1979_2021",146,127,NA,NA,NA,NA
"14142","9311",1995,1995-02-25,1995-02-22,"F",138,"archive_1979_2021",145,141,NA,NA,NA,NA
"14151","18080",1995,1995-02-25,1995-02-23,"F",125,"archive_1979_2021",146,140,NA,NA,NA,NA
"14164","13373",1995,1995-03-03,1995-02-23,"M",73,"archive_1979_2021",130,136,NA,NA,NA,NA
"14165","11938",1995,1995-03-01,1995-03-01,"F",88,"archive_1979_2021",130,115,NA,NA,NA,NA
"14166","11413",1995,1995-03-01,1995-02-28,"M",136,"archive_1979_2021",146,134,NA,NA,NA,NA
"14167","13480",1995,1995-03-03,1995-03-03,"M",123,"archive_1979_2021",136,135,NA,NA,NA,NA
"14173","13472",1995,1995-02-24,1995-02-23,"M",120,"archive_1979_2021",142,132,NA,NA,NA,NA
"14174","18092",1995,1995-03-01,1995-02-24,"M",102,"archive_1979_2021",137,129,NA,NA,NA,NA
"14193","9759",1995,1995-02-26,1995-02-26,"M",133,"archive_1979_2021",151,141,NA,NA,NA,NA
"14194","7679",1995,1995-02-26,1995-02-22,"F",104,"archive_1979_2021",140,122,NA,NA,NA,NA
"14196","20062",1995,1995-02-26,1995-02-19,"M",104,"archive_1979_2021",141,129,NA,NA,NA,NA
"14199","13367",1995,1995-03-03,1995-02-25,"M",121,"archive_1979_2021",140,135,NA,NA,NA,NA
"14206","20068",1995,1995-02-27,1995-02-24,"F",109,"archive_1979_2021",133,128,NA,NA,NA,NA
"14207","11560",1995,1995-02-25,1995-02-24,"M",115,"archive_1979_2021",147,129,NA,NA,NA,NA
"14221","13339",1995,1995-03-03,1995-02-24,"M",111,"archive_1979_2021",147,133,NA,NA,NA,NA
"14225","8749",1995,1995-02-28,1995-02-25,"M",124,"archive_1979_2021",154,132,NA,NA,NA,NA
"14233","13482",1995,1995-02-28,1995-02-18,"F",99,"archive_1979_2021",140,127,NA,NA,NA,NA
"14245","10293",1995,1995-02-28,1995-02-24,"F",97,"archive_1979_2021",135,125,NA,NA,NA,NA
"14251","11070",1995,1995-02-27,1995-02-24,"M",143,"archive_1979_2021",138,148,NA,NA,NA,NA
"14252","11588",1995,1995-02-27,1995-02-27,"M",112,"archive_1979_2021",149,129,NA,NA,NA,NA
"14253",NA,1995,1995-02-27,1995-02-25,"F",113,"archive_1979_2021",124,126,NA,NA,NA,NA
"14315","13490",1995,1995-03-03,1995-02-22,"F",109,"archive_1979_2021",140,NA,NA,NA,NA,NA
"14316",NA,1995,1995-03-03,1995-03-02,"M",134,"archive_1979_2021",155,139,NA,NA,NA,NA
"14318","11308",1995,1995-03-03,1995-02-25,"F",110,"archive_1979_2021",148,142,NA,NA,NA,NA
"14320","13735",1995,1995-03-03,1995-02-19,"M",132,"archive_1979_2021",147,138,NA,NA,NA,NA
"14321","11402",1995,1995-03-03,1995-03-01,"M",132,"archive_1979_2021",157,139,NA,NA,NA,NA
"14434","11226",1996,1996-02-11,1996-02-12,"M",125,"archive_1979_2021",NA,NA,NA,NA,NA,NA
"14438","10551",1996,1996-02-11,1996-02-08,"M",151,"archive_1979_2021",8,NA,NA,NA,NA,NA
"14440","7259",1996,1996-02-23,1996-02-17,"M",126,"archive_1979_2021",149,145,NA,NA,NA,NA
"14441","11216",1996,1996-02-11,1996-02-10,"M",102.273,"archive_1979_2021",6,NA,NA,NA,NA,NA
"14442","11580",1996,1996-02-11,1996-02-08,"M",103,"archive_1979_2021",NA,NA,NA,NA,NA,NA
