"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2009/12/26","00:00","2.684","-","2.96"
"2009/12/26","01:00","2.887","-","3.28"
"2009/12/26","02:00","2.906","-","3.24"
"2009/12/26","03:00","2.749","-","3.05"
"2009/12/26","04:00","2.483","-","2.75"
"2009/12/26","05:00","2.214","-","2.67"
"2009/12/26","06:00","2.057","-","2.39"
"2009/12/26","07:00","2.112","-","2.4"
"2009/12/26","08:00","2.426","-","2.69"
"2009/12/26","09:00","2.981","-","3.27"
"2009/12/26","10:00","3.689","-","4.1"
"2009/12/26","11:00","4.409","-","4.8"
"2009/12/26","12:00","4.981","-","5.37"
"2009/12/26","13:00","5.271","-","5.61"
"2009/12/26","14:00","5.196","-","5.53"
"2009/12/26","15:00","4.754","-","5.16"
"2009/12/26","16:00","4.016","-","4.46"
"2009/12/26","17:00","3.115","-","3.51"
"2009/12/26","18:00","2.213","-","2.63"
"2009/12/26","19:00","1.468","-","1.73"
"2009/12/26","20:00","1.002","-","1.34"
"2009/12/26","21:00","0.873","-","1.25"
"2009/12/26","22:00","1.065","-","1.38"
"2009/12/26","23:00","1.493","-","1.76"
"2009/12/27","00:00","2.025","-","2.27"
"2009/12/27","01:00","2.522","-","2.93"
"2009/12/27","02:00","2.871","-","3.25"
"2009/12/27","03:00","3.009","-","3.37"
"2009/12/27","04:00","2.943","-","3.29"
"2009/12/27","05:00","2.742","-","3.01"
"2009/12/27","06:00","2.519","-","2.75"
"2009/12/27","07:00","2.404","-","2.75"
"2009/12/27","08:00","2.506","-","2.81"
"2009/12/27","09:00","2.875","-","3.33"
"2009/12/27","10:00","3.486","-","3.7"
"2009/12/27","11:00","4.233","-","4.43"
"2009/12/27","12:00","4.957","-","5.29"
"2009/12/27","13:00","5.481","-","5.73"
"2009/12/27","14:00","5.663","-","5.92"
"2009/12/27","15:00","5.424","-","5.7"
"2009/12/27","16:00","4.774","-","5.09"
"2009/12/27","17:00","3.808","-","4.27"
"2009/12/27","18:00","2.688","-","2.96"
"2009/12/27","19:00","1.611","-","2.12"
"2009/12/27","20:00","0.761","-","1.04"
"2009/12/27","21:00","0.278","-","0.37"
"2009/12/27","22:00","0.217","-","0.38"
"2009/12/27","23:00","0.546","-","0.78"
"2009/12/28","00:00","1.149","-","1.32"
"2009/12/28","01:00","1.866","-","2.16"
"2009/12/28","02:00","2.528","-","2.84"
"2009/12/28","03:00","3","-","3.26"
"2009/12/28","04:00","3.213","-","3.45"
"2009/12/28","05:00","3.178","-","3.56"
"2009/12/28","06:00","2.98","-","3.28"
"2009/12/28","07:00","2.756","-","3.17"
"2009/12/28","08:00","2.657","-","3"
"2009/12/28","09:00","2.801","-","3.39"
"2009/12/28","10:00","3.237","-","3.71"
"2009/12/28","11:00","3.923","-","4.38"
"2009/12/28","12:00","4.73","-","5.08"
"2009/12/28","13:00","5.47","-","5.76"
"2009/12/28","14:00","5.95","-","6.34"
"2009/12/28","15:00","6.014","-","6.24"
"2009/12/28","16:00","5.591","-","5.92"
"2009/12/28","17:00","4.711","-","5.04"
"2009/12/28","18:00","3.502","-","3.85"
"2009/12/28","19:00","2.169","-","2.44"
"2009/12/28","20:00","0.942","-","1.17"
"2009/12/28","21:00","0.034","-","0.34"
"2009/12/28","22:00","-0.411","-","-0.13"
"2009/12/28","23:00","-0.348","-","-0.11"
"2009/12/29","00:00","0.162","-","0.34"
"2009/12/29","01:00","0.969","-","1.33"
"2009/12/29","02:00","1.873","-","2.23"
"2009/12/29","03:00","2.674","-","3.02"
